ParentCommit	ChildCommit	Comment
48e04ae0e7b47a4a38431743ede6007bd6212adf	6a31d22966b1e01278a927234f956e61088514af	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	9d7eccbf9b6de74bbc879d5f46ce6476cdf18fa3	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	22ac1b4b0f654a57d4b345b92f5b466c4e3db094	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	d76a84cf989e27fca2a64ccec27370d8967510d8	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	7847ef642f16adfa4865ee00203dca7a04f97bcf	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	7a5ff5ce2b4286a4577d9b67d20adb6ca4aba30c	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	376b756fd3633a32fe6997c8cb929e53c77d4d28	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	aff0450f29a1dedaaa208bd8645d8fc17ac6c0f2	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	b632107261b17518d94531cb9a0504b6537b657b	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	2488b6b986c7abe94969251357ddd143303b0dd7	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	5d8a2de3eeacfab206d8f744a886dbd5f7d9c3e3	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	028fac3219da320c898e86b8f2b0e62b061b8e0d	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	7d958ba9a01fd9b7b35b53753415c8f32953bbab	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	e2327751770260ddd4dec054b6be5f278d65f700	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	6307815fb8dd49fb908429b8bc30f51faadc67bd	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	6e4820ec5b0139ab96e36879d2c2648cc502e913	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	036e3641deccfcad89faddceff8a2b9637b142a3	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	a2adc5446280d23d46a8dbcc95a58807581d12c4	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	d6ec8f5bc8f76e5e1168918defce7f234ed65152	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	bfb877d214f6bb9a27be51f7da70f24c8d90b66c	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	22cffafabbb1781c271dc3bcafbe3ff25d279377	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	48892e28422bad230f691b085a0474f757d0019f	minor changes 
48e04ae0e7b47a4a38431743ede6007bd6212adf	deea421416e7e55fa207caa30560cdf07eaa1496	minor changes 
3fd9953a718a28c6e19756d0415f4661b1396772	3fd9953a718a28c6e19756d0415f4661b1396772	pagedlist minor issue fixed 
3fd9953a718a28c6e19756d0415f4661b1396772	c094ec7c93f9695101f7d3d5083e114152fd3bb1	minor issue fixed 
27f152171de0205f494a4d03dace8faa3fc4441a	27f152171de0205f494a4d03dace8faa3fc4441a	workcontext minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	5e24f715ad1dec86f0aa38ecfddf5998d662a1cc	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	0080c6523ec5cf68389fe74d8937768894511b29	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	842fe657bb26b74df8ccd5d72033f50a59b38d5f	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	a34d915d96cb4249dc2b6877bb20ae2a83e65d57	minor changes  
27f152171de0205f494a4d03dace8faa3fc4441a	08deaa0ae61d5b0832a8988f58438d7cab90139a	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	54bc9b76429d533350b3b7337e9a7da623b9ced4	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	bcbff9ed75fe5c3320d07f5b593bbda6c349f06b	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	99f54ad4ed30354d1347fd5a92e9fd65ce566401	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	4a97a7b6acbb82ea292b83dc9b0081697b19a4ef	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	6a31d22966b1e01278a927234f956e61088514af	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	9d7eccbf9b6de74bbc879d5f46ce6476cdf18fa3	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	22ac1b4b0f654a57d4b345b92f5b466c4e3db094	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	d76a84cf989e27fca2a64ccec27370d8967510d8	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	7847ef642f16adfa4865ee00203dca7a04f97bcf	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	7a5ff5ce2b4286a4577d9b67d20adb6ca4aba30c	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	376b756fd3633a32fe6997c8cb929e53c77d4d28	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	aff0450f29a1dedaaa208bd8645d8fc17ac6c0f2	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	b632107261b17518d94531cb9a0504b6537b657b	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	2488b6b986c7abe94969251357ddd143303b0dd7	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	5d8a2de3eeacfab206d8f744a886dbd5f7d9c3e3	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	028fac3219da320c898e86b8f2b0e62b061b8e0d	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	7d958ba9a01fd9b7b35b53753415c8f32953bbab	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	e2327751770260ddd4dec054b6be5f278d65f700	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	6307815fb8dd49fb908429b8bc30f51faadc67bd	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	6e4820ec5b0139ab96e36879d2c2648cc502e913	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	036e3641deccfcad89faddceff8a2b9637b142a3	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	a2adc5446280d23d46a8dbcc95a58807581d12c4	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	d6ec8f5bc8f76e5e1168918defce7f234ed65152	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	bfb877d214f6bb9a27be51f7da70f24c8d90b66c	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	22cffafabbb1781c271dc3bcafbe3ff25d279377	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	48892e28422bad230f691b085a0474f757d0019f	minor changes 
27f152171de0205f494a4d03dace8faa3fc4441a	deea421416e7e55fa207caa30560cdf07eaa1496	minor changes 
f82a48b907a6967c7a01e51a9fd70c31469e30f2	f82a48b907a6967c7a01e51a9fd70c31469e30f2	added customer sessions 
f82a48b907a6967c7a01e51a9fd70c31469e30f2	c56dce22b22c313622af6419a782df705558479b	added customer 
ce0d4b1b7fce35f9a1e5a74016f9775ef4c9628b	ce0d4b1b7fce35f9a1e5a74016f9775ef4c9628b	new unit tests 
ce0d4b1b7fce35f9a1e5a74016f9775ef4c9628b	8226843488d4f4be5b3f9eecf1e8a01eaabc6a8a	added new unit tests 
ce0d4b1b7fce35f9a1e5a74016f9775ef4c9628b	7ef42814e0d15ee9d1e5b657da4b8563d929503a	added new unit tests 
ba83562c827f0f0c9ab773b5c47e93dac8507857	ba83562c827f0f0c9ab773b5c47e93dac8507857	do not download  download latest stable from  downloads  tab added localestringresource 
ba83562c827f0f0c9ab773b5c47e93dac8507857	22fcf719b7d20f1c635362e665862396c15324d3	do not download  download latest stable from  downloads  tab added test projects 
ba83562c827f0f0c9ab773b5c47e93dac8507857	472f5212c99b736b2549257ff94985004eb9baa3	do not download  download latest stable from  downloads  tab added language entity 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	88f2c98d158a85b281b6a757e578e2f1cf00a2de	do not download  download latest stable from  downloads  tab nopcommerce 1 90    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401287 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	207765830831f4ff93c0ff2de3affb940b7808c5	do not download  download latest stable from  downloads  tab further source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401283 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	f83ee04ef734b73bd9fdf08918f9de64ed35c9ae	do not download  download latest stable from  downloads  tab further source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401282 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	6d0cfb957ef6ab65d556ff99fe39863d2f39a215	do not download  download latest stable from  downloads  tab further source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401279 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	97ca101a466c6bdea4ff10b7df5b65d7efb8518b	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401278 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	e8637a1f132f6fb2f4f8ac0c4f0b43f31117596d	do not download  download latest stable from  downloads  tab source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401277 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	8dd998d97b06768282bd9e198672718cec4ebb4a	do not download  download latest stable from  downloads  tab removed extra  form  tag in ewaymerchantreturn aspx file    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401276 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	c4474c51adbeb705dd14eabc4ffc5120f1ecfae1	do not download  download latest stable from  downloads  tab   medium trust issue fixed   typo fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401273 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	1289051233e67e506dc35046a125727f32b51495	do not download  download latest stable from  downloads  tab typos fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401271 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	268d04b21ca2cfe7c658ee090528a27950fb78fd	do not download  download latest stable from  downloads  tab further performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401269 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	fca7620159d732a078c0a1fabc0c5e1e25bc743b	do not download  download latest stable from  downloads  tab   sample data changes   nopcommerce 1 90 release preparations    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401268 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	2a1b3ebf51d13e04d8972002f23a86b6641d21f4	do not download  download latest stable from  downloads  tab minor wishlist page changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401267 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	15e5dcb9bced4f7f2d34ae7f0861e198fb8628b3	do not download  download latest stable from  downloads  tab minor changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401266 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	846ed81b802fb7c405b5fe4d55c3c8c640e37949	do not download  download latest stable from  downloads  tab minor ioc di changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401265 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	c2834ca8069c91b703abf7305a273ff326aeb8f4	do not download  download latest stable from  downloads  tab further ioc di changes     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401264 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	07dfe0e9c5294d2ee303d158a233425661c70c33	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401261 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	1a2677e172980adf053acb159f13c8b27a2fe498	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401260 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	1594f16da7892099b4df1910936f67dfc826e737	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401259 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	010134a2648ef52373f42fa56d558da56cb98242	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401258 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	67e09233fe3944f4b498e8b71b021c5a55ff9f02	do not download  download latest stable from  downloads  tab added amazon simple pay configuration notes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401257 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	fe1ffb56b618d6ea14b1a7aa246919b6a00aeea4	do not download  download latest stable from  downloads  tab further performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401255 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	c539afa28c249d29e789ccdcb0a0a8418ecf27d3	do not download  download latest stable from  downloads  tab allow store owner to hide advertisements in admin area  nopcommerce news     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401254 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	bc08dba9c6507612983a7a586c6f30b7658a46c1	do not download  download latest stable from  downloads  tab removed  nop producttagloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401253 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	7555f722d43b22bc50cae3864f78f9c1b34e67fd	do not download  download latest stable from  downloads  tab removed  nop taxrateloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401252 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	8715e5921afe0b359e944d485b8f54e85801618a	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401246 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	e8ae1d71810097976490444f44d623294fe134de	do not download  download latest stable from  downloads  tab removed  nop giftcardusagehistoryloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401243 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	d5b61455de5f19c8967ba567a36967ac13f697cd	do not download  download latest stable from  downloads  tab removed  nop giftcardloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401242 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	dbb6b1f8ba613c8250b09d9518511287d4fc6f0a	do not download  download latest stable from  downloads  tab removed  nop forums subscriptionloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401241 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	36a7832a5715ce5618656ed46ee2d85ebd86463b	do not download  download latest stable from  downloads  tab removed  nop forums postloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401240 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	7310a08ed4943571c9e6d1a3e21109a18ce3d4e0	do not download  download latest stable from  downloads  tab removed  nop discountusagehistoryloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401239 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	6e2699f313fec8ddd3cc2852f70f2f660e5eda74	do not download  download latest stable from  downloads  tab removed  nop customersessiondeleteexpired  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401238 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	2b414fcaba0033704596f33c832006d376075956	do not download  download latest stable from  downloads  tab removed  nop customerloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401237 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	41fb672432a0c55b1dd1beeae576e0079eea311a	do not download  download latest stable from  downloads  tab further minor performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401236 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	ff976efdcd52e80335d2605dbf8eb4a879f27dce	do not download  download latest stable from  downloads  tab minor css changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401235 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	33b27b28725db9e2673e8d0de3bbcb797df3501c	do not download  download latest stable from  downloads  tab renamed  strike iron  to  strikeiron     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401234 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	b1bb24555d8f6286e6968c126dcc8122eeda3c68	do not download  download latest stable from  downloads  tab   further ioc changes   minor performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401233 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	66fa669faf67cf5292975fbb6811a4f12c6632ed	do not download  download latest stable from  downloads  tab more user friendly shopping cart page    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401231 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	39d9dacc8a4863cd242af7c39a39cdffd88bfd98	do not download  download latest stable from  downloads  tab anonymous checkout discount issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401227 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	42512ecb672659648767d244e9e2017c273bcc87	do not download  download latest stable from  downloads  tab further ioc implementation    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401226 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	cd64041a0e8a0820f236eeaa2515f2b7dc9a5a3e	do not download  download latest stable from  downloads  tab better ioc implementation    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401225 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	fc67a26d99417d1ae3e5d428e0d0e039c157830f	do not download  download latest stable from  downloads  tab logtypeenum unknown issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401222 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	ccd5be32ada70792a69ef8e6bcac3bbef456437d	do not download  download latest stable from  downloads  tab performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401220 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	2042e947fd472d08e627b5c9a401b9d4b3e1203b	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401219 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	7f4f307a8f252203db7266bbb8fca6adfc3c4329	do not download  download latest stable from  downloads  tab minor performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401218 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	ac9d9b241a5a39c202c02f40723d1c71fe24046a	do not download  download latest stable from  downloads  tab further source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401216 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	5b5ce3064a5978b4a5859e4d96d8cb3e8368840d	do not download  download latest stable from  downloads  tab source code refactoring    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401215 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	b50f22a64f1f1d6b0bcb465735399640990e9112	do not download  download latest stable from  downloads  tab further ioc di changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401213 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	3906a66c66efb83d03915fdbc6875636513b2641	do not download  download latest stable from  downloads  tab sagepay payment method issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401211 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	2c75e78e1ffd96fa41dbe2706f387901e5cfe1ef	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401209 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	f2198bb6ecc31365d0f0948c9dcd9a4645bfea36	do not download  download latest stable from  downloads  tab minor changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401208 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	e92b4cca1ae9a88f0a88b3f3f28e017837f2df9d	do not download  download latest stable from  downloads  tab one page checkout minor issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401205 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	468edb3f33ca588903ae32bc2a91b1f252c2ba64	do not download  download latest stable from  downloads  tab removed several hard coded styles    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401201 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	52bf6a25928169a8ee25d456db8043004c4522ea	do not download  download latest stable from  downloads  tab cancelling recurring payments minor issue fixed    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401200 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	6820d99472262bf890c235a3f9e1490cdb8d6a12	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401194 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	7ce28f8c0ac39be759180c470bf93618ca68080a	do not download  download latest stable from  downloads  tab minor performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401193 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	7529a2fffc6f3f90a9c84f79a1b3b41ac2cf3cff	do not download  download latest stable from  downloads  tab caching enhancements  more configurable     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401192 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	8cdc3da18ff7414357422d34ed3202278d60c6f1	do not download  download latest stable from  downloads  tab merged shippingmethodmanager  shippingratecomputationmethodmanager  shippingstatusmanager and shippingmanager    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401191 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	1fb847444312c090f5887289b6ccbf8cbbdc23d5	do not download  download latest stable from  downloads  tab renamed ipblacklistmanager to blacklistmanager    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401190 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	be1e4a238536fe620995356023cad2c87906c006	do not download  download latest stable from  downloads  tab merged creditcardtypemanager  paymentstatusmanager  paymentmethodmanager and paymentmanager    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401189 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	0e87aeed289253ac5bbcb1c7c30821209f9dc6ed	do not download  download latest stable from  downloads  tab further ioc changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401187 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	19176427c9df3fb6a0913daf3d1f1258294539ca	do not download  download latest stable from  downloads  tab minor performance optimization    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401176 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	a0219f3aae8a3b5eb92907c48792c942f485b3b8	do not download  download latest stable from  downloads  tab removed  nop rewardpointshistoryloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401175 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	8f85ae94d7770d7a97fb89038c95bf6ff16f08b4	do not download  download latest stable from  downloads  tab removed  nop pictureloadallpaged  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401173 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	b698a32e3525816f0cf3f2bbf3204b8d052727ea	do not download  download latest stable from  downloads  tab removed  nop newsloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401172 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	1aae3ca8b632267411dfa2d6e3c92eb6fb51694d	do not download  download latest stable from  downloads  tab removed  nop forums privatemessageloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401170 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	5058d298510e648cdf4089833d9dc1f8ce2692b2	do not download  download latest stable from  downloads  tab removed  nop customersessionloadnonempty  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401169 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	6e5e4156880fefe1be6ffca7453b0940fff16b15	do not download  download latest stable from  downloads  tab removed  nop blogpostloadall  stored procedure    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401168 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	404704280dc75663ad756e03c1b252f75583eb22	do not download  download latest stable from  downloads  tab use t4 for generating nopobjectcontext    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401166 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	5496f0d01bbbbe110aefe179c173d073bd55c0f2	do not download  download latest stable from  downloads  tab architecture improvements  usage of ioc di  not completed yet     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401165 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	16959f1e0396533281c47083ccb7170e094f3216	do not download  download latest stable from  downloads  tab use t4 for generating nopobjectcontext    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401162 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	e4634f2743c7010c5467f7683cf25ea5ab6367c6	do not download  download latest stable from  downloads  tab further design changes  3 column master pages     hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401155 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	3cb6e56738be35a3080fac0fc529a86a5b74408f	do not download  download latest stable from  downloads  tab further changeset 57899 changes    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401153 
88f2c98d158a85b281b6a757e578e2f1cf00a2de	53fac7aafca54c219dab9b0aa2d190c609d27274	do not download  download latest stable from  downloads  tab seo friendly urls for product tags    hg   extra   convert revision   svn 3a712752d5 f020 ad4b 8268 b7cbb332fca5 trunk 401148 
